ID,Lat,Lng,City,Country,Max Temp,Hum,Cloud,Wind
930,52.60061957,90.37032776,abaza,ru,49.18,77,92,4.94
931,34.26483621,26.74943613,palaikastron,gr,67.9,98,0,8.75
938,32.45460019,56.60482964,tabas,ir,62.41,66,24,5.28
939,-4.55301659,0.286697107,port-gentil,ga,82.4,83,75,5.82
940,-28.4971782,-56.68109949,itaqui,br,73.48,85,56,19.37
941,33.28499148,-133.1460804,half moon bay,us,53.6,87,20,4.7
943,0.527183972,39.37225191,garissa,ke,84.46,59,92,15.01
950,-36.76416581,145.5643711,benalla,au,46.4,70,88,4.7
963,-8.132417768,157.5812253,gizo,sb,79.6,100,80,7.74
966,-39.7195687,146.5574377,devonport,au,37.21,80,20,2.15
971,-1.006723743,139.8021193,vanimo,pg,83.47,100,24,1.14
974,15.95787567,-60.0085021,saint-francois,gp,84.2,58,68,17.22
986,-17.62381665,39.06634309,mocuba,mz,75.55,84,92,6.17
989,46.68369838,2.21901181,issoudun,fr,57.2,62,75,3.36
990,6.503761923,-78.34334696,jurado,co,77.53,100,76,6.73
991,57.48965292,88.59394553,teguldet,ru,43.06,88,0,5.73
994,73.15520003,173.5466941,komsomolskiy,ru,23.53,89,80,10.98
995,38.94406648,-120.7066164,placerville,us,55.4,61,1,3.36
997,62.2760088,137.0571232,dzhebariki-khaya,ru,23.53,79,8,2.71
1002,11.79552267,130.5457671,sulangan,ph,85.18,100,64,13.56
1015,23.72734232,103.2000198,kaiyuan,cn,55.03,47,32,8.63
1016,-30.10858861,119.7835552,northam,au,46.4,75,0,7.85
1021,-2.112142724,-65.51448964,maraa,br,72.49,100,92,7.63
1022,44.16431528,-79.21429855,uxbridge,ca,69.8,71,90,4.7
1025,67.87399926,56.36017529,usinsk,ru,31.63,92,88,12.1
1027,38.10188814,104.2255583,baiyin,cn,53.6,17,0,6.71
1028,46.58059984,-59.4442035,glace bay,ca,37.4,100,90,9.17
1029,58.2732662,67.74715346,irtyshskiy,ru,38.65,55,0,2.71
1031,-3.931046626,105.6517581,metro,id,80.95,82,12,5.39
1032,43.29145354,47.85598797,kaspiysk,ru,59,67,8,15.66
1033,46.9146458,-71.1560485,quebec,ca,46.4,87,75,2.24
1037,2.918149004,91.67296154,banda aceh,id,77.08,95,76,2.15
1042,52.09832402,41.06637548,novopokrovka,ru,41.98,71,76,3.15
1043,21.29168827,83.55044376,bargarh,in,89.68,34,8,10.76
1048,-3.840221405,-166.3662524,lufilufi,ws,78.8,88,40,6.93
1049,4.68610709,35.23631317,lodwar,ke,75.1,86,44,3.94
1050,17.0372115,79.74669779,suriapet,in,86.71,56,0,4.61
1054,24.86145062,-62.04356321,the valley,ai,84.2,54,20,18.34
1055,50.97422815,-61.67676194,havre-saint-pierre,ca,41,86,90,13.87
1057,59.11571472,99.29482255,kodinsk,ru,59.98,41,88,7.18
1061,61.43879733,130.3346514,mayya,ru,28.4,68,0,6.4
1064,31.83402292,32.35562831,port said,eg,99.4,13,8,13.33
1065,37.05433599,20.82474134,lithakia,gr,82.4,45,0,5.82
1072,-33.81916483,177.2318271,ngunguru,nz,63.67,100,12,18.37
1073,16.49741877,-107.1220041,san patricio,mx,77,65,90,3.15
1075,45.02425791,116.1213968,baruun-urt,mn,34.96,38,20,6.96
1079,44.9030477,-127.5483196,newport,us,57.2,58,75,10.29
1080,-42.42524083,132.7634344,port lincoln,au,61.6,85,32,16.91
1081,61.28301098,80.09234223,kargasok,ru,31,64,12,6.17
1085,-24.17154606,31.49971755,phalaborwa,za,73.21,63,32,10.09
1087,29.32111851,-23.83869947,los llanos de aridane,es,68,64,20,9.17
1088,-32.63321435,-72.1591924,valparaiso,cl,62.6,59,0,3.36
1089,31.55166188,105.1950088,mianyang,cn,73.48,64,92,0.81
1090,63.37320374,-156.2737648,kenai,us,39.2,86,75,14.99
1092,-19.50997681,25.5614925,gweta,bw,80.86,26,48,11.32
1093,-7.077494941,37.95174818,ngerengere,tz,78.7,80,80,3.27
1096,57.58736895,-16.65839308,vestmannaeyjar,is,40.81,90,80,15.23
1098,3.211406675,-83.24505778,muisne,ec,81.13,72,76,4.16
1099,49.39264462,87.40375304,aktash,ru,40,73,44,3.15
1105,68.19729523,78.25440118,tazovskiy,ru,17.59,83,64,14.45
1107,27.24260408,119.4112569,hanyang,cn,73.39,35,36,6.06
1113,42.11670805,3.000352727,girona,es,51.8,76,75,9.17
1119,73.99013283,-79.36858334,qaanaaq,gl,2.38,92,8,8.19
1120,47.03728774,38.38341525,syedove,ua,74.02,50,0,11.32
1122,25.37618003,113.5278694,shaoguan,cn,72.04,95,76,2.15
1123,50.72820348,-84.48420504,hearst,ca,48.1,97,92,2.71
1131,-10.69720293,10.8584525,luanda,ao,87.61,73,0,7.96
1132,23.54222695,97.62595662,lashio,mm,70.15,89,44,1.92
1134,51.78906982,15.64724941,kozuchow,pl,64.75,58,64,11.77
1135,2.93589941,-69.15954263,inirida,co,76.72,92,88,3.15
1141,-17.96874255,53.28832652,le port,re,77,69,0,17.22
1142,60.16355585,-13.76009351,hofn,is,39.73,99,0,11.54
1148,-2.65275029,-82.81561345,salinas,ec,61.33,83,0,2.37
1150,47.89155539,144.3739356,dolinsk,ru,39.2,93,90,4.47
1153,75.62610903,-104.6000206,yellowknife,ca,23,67,75,3.36
1155,56.6000751,86.651727,zyryanskoye,ru,46.03,89,92,8.3
1159,-22.03217944,-56.80498306,bela vista,br,90.49,58,0,6.73
1161,-13.55723572,34.71132412,salima,mw,76.54,63,8,7.63
1162,67.16188951,24.0355302,tornio,fi,46.4,87,90,13.87
1163,21.02590106,126.0276019,ishigaki,jp,77.08,99,24,12.44
1165,63.70558689,-56.82569451,maniitsoq,gl,15.43,100,64,13
1171,10.92343697,4.350376015,kontagora,ng,94.63,61,0,6.85
1174,-36.27609781,142.8940786,stawell,au,56.2,70,88,10.31
1181,-25.21435755,118.2605894,roebourne,au,73.03,57,8,8.41
1185,44.09495635,112.9179981,erenhot,cn,39.28,43,0,7.63
